approach,param_name,param_value,target_prompt,generation,max_fitness,mean_fitness,diversity,centroid_dist,stagnant_streak
slerp_random,alpha,0.3,[simulated],2,0.01766813173890114,0.01161231892183423,0.1019672711690267,0.004914700984954834,1
slerp_random,alpha,0.3,[simulated],3,0.024713750928640366,0.015451718276987473,0.13922354380289714,0.0089341402053833,2
slerp_random,alpha,0.3,[simulated],4,0.024713750928640366,0.016236253393193085,0.10094993114471436,0.0021589994430541992,3
slerp_random,alpha,0.3,[simulated],5,0.04242176562547684,0.026469102129340172,0.056504690647125246,0.04334378242492676,0
slerp_random,alpha,0.3,[simulated],6,0.04242176562547684,0.03576034866273403,0.15150391260782878,0.12678420543670654,0
slerp_random,alpha,0.3,[simulated],7,0.0559035949409008,0.043318276604016624,0.17429556846618652,0.07714241743087769,0
slerp_random,alpha,0.3,[simulated],0,0.051707010716199875,0.0038779037228475013,0.21112720568974813,-1.0,0
slerp_random,alpha,0.3,[simulated],1,0.051707010716199875,0.023154646002997954,0.15307151079177855,0.014211833477020264,0
slerp_random,alpha,0.3,[simulated],2,0.051707010716199875,0.0327020346497496,0.09074041446050009,0.006570160388946533,1
slerp_random,alpha,0.3,[simulated],3,0.051707010716199875,0.046270630011955895,0.05129584471384684,0.00044918060302734375,2
slerp_random,alpha,0.3,[simulated],4,0.051707010716199875,0.04175000016887983,0.06833620468775431,2.9802322387695312e-05,3
slerp_random,alpha,0.3,[simulated],5,0.06544727087020874,0.05323929960529009,0.05702701012293498,0.04380279779434204,0
slerp_random,alpha,0.3,[simulated],6,0.06544727087020874,0.055406309043367706,0.11314289569854737,0.01731419563293457,0
slerp_random,alpha,0.3,[simulated],7,0.07032720744609833,0.062429201478759445,0.0986149509747823,0.00670313835144043,1
slerp_random,alpha,0.3,[simulated],0,0.015395410358905792,-0.00809994883214434,0.21074273983637493,-1.0,0
slerp_random,alpha,0.3,[simulated],1,0.06257765740156174,0.02062715186427037,0.21393210887908937,0.15363216400146484,0
slerp_random,alpha,0.3,[simulated],2,0.06257765740156174,0.030483658735950787,0.2270302951335907,0.026674270629882812,0
slerp_random,alpha,0.3,[simulated],3,0.06620129197835922,0.05449897050857544,0.09973823229471843,0.01586174964904785,0
slerp_random,alpha,0.3,[simulated],4,0.06929991394281387,0.05505062950154146,0.12206130425135295,0.0032804012298583984,1
slerp_random,alpha,0.3,[simulated],5,0.0721263512969017,0.06680457480251789,0.12701651255289714,0.0068964362144470215,2
slerp_random,alpha,0.3,[simulated],6,0.07772764563560486,0.07196102912227313,0.05847454071044922,0.03648412227630615,0
slerp_random,alpha,0.3,[simulated],7,0.07947836071252823,0.07759878784418106,0.16999574502309164,0.0024405717849731445,1
slerp_random,alpha,0.3,[simulated],0,0.052330225706100464,-0.002513518246511618,0.20247711340586344,-1.0,0
slerp_random,alpha,0.3,[simulated],1,0.052330225706100464,0.03583748855938514,0.10401923656463623,0.02444911003112793,0
slerp_random,alpha,0.3,[simulated],2,0.060347847640514374,0.05332423746585846,0.11321160793304444,0.12314391136169434,0
slerp_random,alpha,0.3,[simulated],3,0.06173267960548401,0.05240606454511484,0.17772014935811362,0.0008372664451599121,1
slerp_random,alpha,0.3,[simulated],4,0.06173267960548401,0.05623853827516238,0.050626214345296225,1.609325408935547e-05,2
slerp_random,alpha,0.3,[simulated],5,0.06173267960548401,0.052730726854254804,0.09854590098063151,1.9669532775878906e-06,3
slerp_random,alpha,0.3,[simulated],6,0.06173267960548401,0.04833067456881205,0.07710968255996704,5.960464477539063e-08,4
slerp_random,alpha,0.3,[simulated],7,0.06349121779203415,0.061528933544953666,0.05369700193405151,0.002446591854095459,5
slerp_random,alpha,0.3,[simulated],0,0.011162587441504002,-0.019295650999993086,0.20590438842773437,-1.0,0
slerp_random,alpha,0.3,[simulated],1,0.03841562941670418,0.005909677750120561,0.12214761972427368,0.09419596195220947,0
slerp_random,alpha,0.3,[simulated],2,0.05544646084308624,0.028075951306770246,0.15033649603525798,0.11884671449661255,0
slerp_random,alpha,0.3,[simulated],3,0.0648067444562912,0.050534178813298546,0.19257749716440836,0.15714728832244873,0
slerp_random,alpha,0.3,[simulated],4,0.06593302637338638,0.06181524073084196,0.19517529805501302,0.02619028091430664,0
slerp_random,alpha,0.3,[simulated],5,0.06645140796899796,0.06009072996675968,0.06137435833613078,0.00044482946395874023,1
slerp_random,alpha,0.3,[simulated],6,0.06645140796899796,0.06315809985001881,0.06375595331192016,0.00012099742889404297,2
slerp_random,alpha,0.3,[simulated],7,0.07133058458566666,0.05353630458315214,0.12630135615666707,0.006042003631591797,3
slerp_prompt,alpha,0.3,[simulated],0,0.013804543763399124,-0.013038260086129108,0.20012211402257282,-1.0,0
slerp_prompt,alpha,0.3,[simulated],1,0.013804543763399124,-0.0030703397933393717,0.13793230454126995,0.026887834072113037,0
slerp_prompt,alpha,0.3,[simulated],2,0.013804543763399124,0.007143531693145633,0.055662572383880615,0.0020692944526672363,1
slerp_prompt,alpha,0.3,[simulated],3,0.029609959572553635,0.01626447355374694,0.049140795071919756,0.033396899700164795,0
slerp_prompt,alpha,0.3,[simulated],4,0.029609959572553635,0.01553695136681199,0.1491073211034139,0.009024441242218018,1
slerp_prompt,alpha,0.3,[simulated],5,0.030246227979660034,0.026508565060794353,0.13506500720977782,0.010817289352416992,0
slerp_prompt,alpha,0.3,[simulated],6,0.030246227979660034,0.02173338116457065,0.124192742506663,0.001888275146484375,1
slerp_prompt,alpha,0.3,[simulated],7,0.038099970668554306,0.031691864443322025,0.05709741115570068,0.0408860445022583,0
slerp_prompt,alpha,0.3,[simulated],0,0.016338221728801727,-0.0009913455384473007,0.20945094426472982,-1.0,0
slerp_prompt,alpha,0.3,[simulated],1,0.05913707986474037,0.023287131916731596,0.1588862697283427,0.0905226469039917,0
slerp_prompt,alpha,0.3,[simulated],2,0.06822933256626129,0.04600712998459736,0.15262423356374105,0.10951089859008789,0
slerp_prompt,alpha,0.3,[simulated],3,0.06822933256626129,0.0644211961577336,0.1587681810061137,0.011909246444702148,0
slerp_prompt,alpha,0.3,[simulated],4,0.07191503793001175,0.06423687872787316,0.07464776833852133,0.008722662925720215,1
slerp_prompt,alpha,0.3,[simulated],5,0.07191503793001175,0.06934427345792453,0.11622409025828044,0.0010353922843933105,2
slerp_prompt,alpha,0.3,[simulated],6,0.07191503793001175,0.06734899990260601,0.060462590058644614,0.00010311603546142578,3
slerp_prompt,alpha,0.3,[simulated],7,0.0732102021574974,0.06888365186750889,0.05767793258031209,0.0037207603454589844,4
slerp_prompt,alpha,0.3,[simulated],0,0.007323778234422207,-0.006293943462272485,0.2093590537707011,-1.0,0
slerp_prompt,alpha,0.3,[simulated],1,0.007323778234422207,-0.0009315966938932737,0.12701459328333536,0.027112603187561035,0
slerp_prompt,alpha,0.3,[simulated],2,0.007323778234422207,0.0003257262675712506,0.07468730211257935,0.002379298210144043,1
slerp_prompt,alpha,0.3,[simulated],3,0.012321902438998222,0.006740352138876915,0.1227371613184611,0.09057885408401489,0
slerp_prompt,alpha,0.3,[simulated],4,0.012321902438998222,0.009548929054290056,0.19769125978151958,0.037863731384277344,0
slerp_prompt,alpha,0.3,[simulated],5,0.013446006923913956,0.012210773304104805,0.09322447776794433,0.0745398998260498,0
slerp_prompt,alpha,0.3,[simulated],6,0.02063017152249813,0.012807045054311553,0.1456575075785319,0.0070601701736450195,1
slerp_prompt,alpha,0.3,[simulated],7,0.05248449742794037,0.022890134248882532,0.11964770952860514,0.08521813154220581,0
slerp_prompt,alpha,0.3,[simulated],0,0.013669813051819801,-0.007083077138910691,0.21313549677530924,-1.0,0
slerp_prompt,alpha,0.3,[simulated],1,0.013669813051819801,0.0019413943712910016,0.1645019809405009,0.01189124584197998,0
slerp_prompt,alpha,0.3,[simulated],2,0.013669813051819801,0.005730132106691599,0.06535576581954956,0.006404697895050049,1
slerp_prompt,alpha,0.3,[simulated],3,0.022279001772403717,0.009091217381258806,0.10675634145736694,0.004207730293273926,2
slerp_prompt,alpha,0.3,[simulated],4,0.04295382276177406,0.023602309947212536,0.07623562415440878,0.058550238609313965,0
slerp_prompt,alpha,0.3,[simulated],5,0.04295382276177406,0.03185296431183815,0.09178674618403117,0.02167344093322754,0
slerp_prompt,alpha,0.3,[simulated],6,0.08921726793050766,0.048407490675648056,0.05546052058537801,0.04211461544036865,0
slerp_prompt,alpha,0.3,[simulated],7,0.10721562802791595,0.07599082651237647,0.1015196442604065,0.07959985733032227,0
slerp_prompt,alpha,0.3,[simulated],0,0.013804543763399124,-0.010329064020576576,0.2031332770983378,-1.0,0
slerp_prompt,alpha,0.3,[simulated],1,0.013804543763399124,0.0054327707427243395,0.15338843663533527,0.01468127965927124,0
slerp_prompt,alpha,0.3,[simulated],2,0.013804543763399124,0.010105928095678488,0.15015934308369955,0.0074918270111083984,1
slerp_prompt,alpha,0.3,[simulated],3,0.020684456452727318,0.007556936781232555,0.09136225779851277,0.007709622383117676,2
slerp_prompt,alpha,0.3,[simulated],4,0.03564738482236862,0.02006733960782488,0.06344153483708699,0.00632321834564209,3
slerp_prompt,alpha,0.3,[simulated],5,0.05727479234337807,0.03337310658146938,0.06357363065083822,0.041838884353637695,0
slerp_prompt,alpha,0.3,[simulated],6,0.05727479234337807,0.04810098744928837,0.12366754213968913,0.01768779754638672,0
slerp_prompt,alpha,0.3,[simulated],7,0.05727479234337807,0.051582190518577896,0.08996870915095011,0.001335740089416504,1
